차 | 茶, 車 | tea;<div>car</div>
이태원 |  | Itaewon
미끄럽다 |  | to be slippery
예상하다 | 豫想 | to forecast, anticipate, expect
테이프 |  | tape
눈앞 |  | in front of one's eyes, just ahead
이하 | 以下 | below, less than
빠져나가다 |  | to escape, slip away
색연필 | 色鉛筆 | colored pencil
팔리다 |  | to be sold, be in demand
신혼부부 | 新婚夫婦 | newly wed couple
스케줄 |  | schedule
부족 | 部族, 不足 | tribe;<div>shortage, lack</div>
붕대 | 繃帶 | bandage, dressing
어느새 |  | in no time, quickly
먹이다 |  | to feed, let someone eat
관찰하다 | 觀察 | to observe, watch
대전 | 大田, 大戰, 大典 | Daejeon;<div>great war;</div><div>state ceremony</div>
저금하다 | 貯金 | to save money, make a deposit
액션 |  | action
자유롭다 | 自由- | to be free
대학로 | 大學路 | Daehangno, college street
미용 | 美容 | beauty treatment
건너 |  | across
이발하다 | 理髮 | to get a haircut (for men)
관악산 | 冠岳山 | Mt. Gwanak
아리랑 |  | traditional Korean song "Arirang"
광주 | 光州 | Gwangju
빗물 |  | rainwater
중고품 | 中古品 | used article, secondhand goods
돌잔치 |  | celebration of a baby's first birthday
다리미 |  | clothes iron
토론 | 討論 | discussion, debate
샌들 |  | sandals
감독 | 監督 | supervision;<div>supervisor, director</div>
덕수궁 | 德壽宮 | Deoksu Palace
인삼차 | 人蔘茶 | ginseng tea
둥글다 |  | to be round, spherical
움직임 |  | movement, motion
예습 | 豫習 | preparation, rehearsal
숙녀 | 淑女 | lady
유치원생 | 幼稚園生 | kindergartener
큰소리 |  | loud voice;<div>bragging</div>
다지다 |  | to chop up, mince;<div>to harden</div>
도장 | 圖章, 塗裝, 道場 | stamp, seal;<br />painting;<div>taekwondo studio</div>
왕복 | 往復 | round trip
쏟아지다 |  | to pour, get spilt
강연회 | 講演會 | lecture
무늬 |  | design, pattern, figure
코미디 |  | comedy
봉급 | 俸給 | salary, wages
손등 |  | back of the hand
소극장 | 小劇場 | small theater
빠져나오다 |  | to escape, get out
볼링 |  | bowling
노약자석 | 老弱者席 | handicapped seating
노트북 |  | notebook, laptop
속초 | 束草 | Sokcho
수출 | 輸出 | export
근로자 | 勤勞者 | worker, working people
윷놀이 |  | yut (Korean game)
혼내다 | 魂 | to scold, teach a person a lesson;<div>to scare</div>
파인애플 |  | pineapple
켜져있다 |  | to be lightened, be turned on
톤 |  | ton (count.);<div>tone</div>
풍습 | 風習 | customs, manners
연구소 | 硏究所 | research institute
항공 | 航空 | aviation, flight
내부 | 內部 | the inside, inner part
불국사 | 佛國寺 | Bul Guk temple
외부 | 外部 | the outside, the exterior
파마하다 |  | to get a perm
찢다 |  | to tear, rip
클래식 |  | classic
마사지 |  | massage
이민 | 移民 | emigration;<div>immigration</div>
빈대떡 |  | green-bean pancake
조끼 |  | vest
슬리퍼 |  | slipper
물냉면 | -冷麵 | cold noodles served in water
전통적 | 傳統的 | traditional, conventional
인상적 | 印象的 | impressive
재즈 |  | jazz
현실적 | 現實的 | realistic, practical
안동 | 安東 | Andong
자가용 | 自家用 | one's own car
발라드 |  | ballad
탈 | 縫 | mask, disguise;<div>sickness</div>
명랑하다 | 明朗 | to be cheerful, bright
홈페이지 |  | website, home page
책임지다 | 責任 | to take responsibility
싱싱하다 |  | to be fresh
저울 |  | scales, balance
동해 | 東海 | the East Sea
실 |  | thread, yarn
전시회 | 展示會 | exhibition, display
세배 | 歲拜 | New Year's bow
설사 | 泄瀉, 設使 | diarrhea;<div>even if</div>
남해 | 南海 | the South Sea
마라톤 |  | marathon
핸드백 |  | handbag
매운탕 | --湯 | spicy fish stew
사위 |  | son-in-law
벌이다 |  | to start, set up, stage
소비 | 消費 | consumption
너무나 |  | too much
장군 | 將軍 | general, admiral
낯 |  | face
들려오다 |  | to reach one's ears
폭풍 | 暴風 | storm, windstorm
대개 | 大槪 | mostly, generally
차이점 | 差異點 | differences, points of distinction
물약 | -藥 | liquid medicine
직후 | 直後 | immediately after
총장 | 總長 | chancellor, secretary general
소매 | 小賣 | sleeve;<div>retail</div>
간첩 | 間諜 | spy, secret agent
교외 | 郊外 | the suburbs
흥분하다 | 興奮 | to be excited, be stimulated
권총 | 拳銃 | pistol, gun
뚜렷하다 |  | to be distinctive, clear
안과 | 眼科 | ophthalmic hospital
이발소 | 理髮所 | barber shop
결백하다 | 潔白 | to be innocent
기술자 | 技術者 | technician, engineer
판소리 |  | traditional Korean singing drama
장부 | 帳簿 | ledger, books, account
축복 | 祝福 | blessing
농부 | 農夫 | farmer, peasant
팩스 |  | fax
죄책감 | 罪責感 | feeling of guilt, guilty conscience
파스 |  | pain relief patch
급료 | 給料 | salary
교대 | 交代 | rotation, shift, alternation
증가하다 | 增加 | to increase, grow
은행원 | 銀行員 | teller, bank clerk
답변 | 答辯 | answer, reply
짙다 |  | to be dark, deep, thick
잠바 |  | jacket
오누이 |  | brother and sister
어르신 |  | senior citizen, elderly
환상적 | 幻想的 | fantastic
반팔 | 半- | short-sleeve shirts
엑스레이 |  | X-ray
매체 | 媒體 | media
을지로 |  | Euljiro
육박하다 | 肉迫 | to approach, draw near, close in
애절하다 | 哀切 | to be sad, touching, pathetic
카세트 |  | cassette
세차하다 | 洗車 | to wash a car
무모하다 | 無謀 | to be rash, reckless
책임자 | 責任者 | person in charge
넘어서다 |  | to pass over, exceed
서너 |  | three or four
자주색 | 紫朱色 | purple, violet
불결하다 | 不潔 | to be dirty, unsanitary, filthy
따끈따끈하다 |  | to be hot, warm
통조림 | 桶- | canned food
매 |  | hawk, falcon;<div>whip, rod</div>
파일 |  | file
처방 | 處方 | prescription
단풍 | 丹楓 | tinged autumn leaves
전주 | 前週, 全州 | last week;<div>Jeonju</div>
안약 | 眼藥 | eye drops
고려하다 | 考慮 | to consider, take into account
상품권 | 商品券 | gift certificate
여의도 | 汝矣島 | Yeouido
압구정 | 狎鷗亭 | Apgujeong
평균 | 平均 | average, mean
이래 | 以來 | since
최고급 | 最高級 | highest grade, top class
조명하다 | 照明 | to illuminate, highlight
엔지니어 |  | engineer
뺨맞다 |  | to get slapped
얼룩 |  | stain, spot
새집 |  | new house
착각하다 | 錯覺 | to be under an illusion, delude oneself
드러내다 |  | to reveal, expose, show
유력하다 | 有力 | to be influential, leading, powerful
음성 | 音聲, 陰性 | voice;<div>negative</div>
올바르다 |  | to be straight, upright, correct
위대하다 | 偉大 | to be great, grand
명상 | 冥想·瞑想 | meditation
영업시간 | 營業時間 | business hours
직전 | 直前 | just before
앞지르다 |  | to pass, overtake, get ahead
급여 | 給與 | pay, salary
논 |  | rice field
동점 | 同點 | tie, same score
정형외과 | 整形外科 | orthopedics
꼴불견 | -不見 | unsightliness
봉사활동 | 奉仕活動 | community service activities
옛일 |  | things of the past
교과목 | 敎科目 | subject, course
충전기 | 充電器 | charger
청구서 | 請求書 | bill, invoice
계산원 | 計算員 | cashier
재채기하다 |  | to sneeze
교양 | 敎養 | sophistication, refinement
세균 | 細菌 | bacteria, germ
암소 |  | cow
성형수술 | 成形手術 | plastic surgery
휴식 | 休息 | rest, relaxation
자재 | 資材 | materials
인하 | 引下 | reduction, cut
경청하다 | 傾聽 | to listen attentively
백과사전 | 百科事典 | encyclopedia
퇴직 | 退職 | retirement
대우하다 | 待遇 | to treat
접수 | 接受 | receipt, reception
도심지 | 都心地 | downtown
피로 | 疲勞 | fatigue
수거하다 | 收去 | to collect, pick up
첨부하다 | 添附 | to attach
안락하다 | 安樂 | to be comfortable
무덤 |  | grave, tomb
재방송 | 再放送 | rerun, repeat
당당하다 | 堂堂 | to be imposing, commanding, confident, dignified
추리소설 | 推理小說 | mystery novel
경력 | 經歷 | career, work experience
준비물 | 準備物 | preparation materials, supplies
무관심하다 | 無關心 | to be indifferent, unconcerned
얄밉다 |  | to be mean, nasty, provoking
무기 | 武器 | arms, weapon
우유부단하다 | 優柔不斷 | to be indecisive
필독 | 必讀 | required reading
눈보라 |  | snowstorm
강요 | 强要 | enforcement, coercion
농장 | 農場 | farm, ranch
방귀 |  | fart
충동 | 衝動 | impulse, urge
민주주의 | 民主主義 | democracy
이내 | 以內 | within, less than;<div>soon, at once</div>
삐치다 |  | to sulk
독자 | 讀者 | reader, subscriber
변경 | 變更 | change, alteration
정체 | 正體, 停滯 | identity, true character;<div>not moving</div>
드러나다 |  | to be exposed, emerge, come out
섬세하다 | 纖細 | to be delicate, fine
막걸리 |  | raw rice wine
경쟁자 | 競爭者 | rival, competitor
걷히다 |  | to clear up, lift
용모 | 容貌 | appearance, look, face
사이좋게 |  | on good terms, friendly, in harmony
난민 | 難民 | refugee
식량 | 食糧 | food, provision
금붕어 | 金- | goldfish
새장 | -欌 | bird cage
인증 | 認證 | certification, confirmation
간직하다 |  | to cherish, treasure, keep
면 | 面, 綿, 麵 | side, face;<div>cotton;</div><div>noodle</div>
심지어 | 甚至於 | even, what is more<br />
유령 | 幽靈 | ghost
긍정적 | 肯定的 | positive, affirmative
반나절 | 半- | six hours, half the day
악취 | 惡臭 | bad smell, stink
죄짓다 | 罪- | to commit a sin, do sinful things
소망 | 所望 | wish, hope, desire
중국 | 中國 | China
망원경 | 望遠鏡 | telescope
게시판 | 揭示板 | bulletin board, message board
민생 | 民生 | public welfare, people's livelihood
친부모 | 親父母 | one's birth parents
연설하다 | 演說 | to give a speech
선입견 | 先入見 | prejudice, preconcieved notion
주먹밥 |  | rice balls
수사 | 搜査, 數詞 | investigation;<br>numeral
소속사 | 所屬 | agency, management company
교제 | 交際 | association, dating
시점 | 時點, 視點 | point in time;<br>point of view
차원 | 次元 | level, dimension
떠가다 |  | to float, drift
측 | 側 | side
게재하다 | 揭載 | to print, publish
목격자 | 目擊者 | eyewitness
게시물 | 揭示物 | post (on the internet etc.)
동행하다 | 同行 | to accompany
목청껏 |  | at the top of one's voice
전날 | 前- | the day before, previously
서리 |  | frost
유부녀 | 有夫女 | married woman
묘 | 墓 | grave, tomb
아래쪽 |  | down, lower part
상반기 | 上半期 | the first half of the year
제왕 | 帝王 | king, emperor
사슴 |  | deer
미신 | 迷信 | superstition
결석하다 | 缺席 | to be absent (from school)
괴담 | 怪談 | ghost story
사치스럽다 | 奢侈- | to be luxurious, extravagant
멍청하다 |  | to be stupid, dumb
패배하다 | 敗北 | to be defeated, lose
총점 | 總點 | total score
왕자 | 王子 | prince
상인 | 商人 | merchant, dealer
애정 | 愛情 | love, affection
과시하다 | 誇示 | to show off, parade
배신자 | 背信者 | betrayer, traitor
까먹다 |  | to forget;<br>to peel and eat;<br>to use up
야식 | 夜食 | late-night snack
홍수 | 洪水 | flood
따로따로 |  | separately, individually
사돈 | 査頓 | relatives by marriage, in-laws
창가 | 窓- | area near window
보안 | 保安 | security
직진하다 | 直進 | to go straight
치수 | -數 | size, measurement
사냥하다 |  | to hunt
야외 | 野外 | outside, open air
질병 | 疾病 | disease, illness
접하다 | 接 | to learn, hear
띄우다 |  | to make something fly or float;<br>to send
속담 | 俗談 | saying, proverb
하마 | 河馬 | hippo
호두 |  | walnut
좋아지다 |  | to become better;<div>to become fond of</div>
닷새 |  | five days
하여튼 | 何如- | anyway, anyhow, in any case
뇌 | 腦 | brain
벼 |  | rice
웨이터 |  | waiter
성실하다 | 誠實 | to be sincere, dependable, hardworking
햄 |  | ham
베이지색 |  | beige
접촉 | 接觸 | contact, touch
수화기 | 受話器 | telephone receiver
액운 | 厄運 | bad luck, misfortune
명단 | 名單 | list of names
어학연수 | 語學硏修 | language study abroad
책자 | 冊子 | booklet, brochure
입장권 | 入場券 | admission ticket
과수원 | 果樹園 | orchard, fruit garden
동구 | 洞口 | entrance to a village
거르다 |  | to skip, miss;<br>to filter (out)
끼니 |  | meal
검사관 | 檢査官 | inspector, examiner
당첨되다 | 當籤 | to win the prize
선곡 | 選曲 | selection of music
마무리하다 |  | to finish, finalize, complete
욕설 | 辱說 | insult, abusive language
입장 | 立場, 入場 | position, situation;<br>admission
학제 | 學制 | school system
이력서 | 履歷書 | resume, CV
연차 | 年次 | annual
월차 | 月次 | every month, monthly leave
거래 | 去來 | deal, dealings, trade
매출 | 賣出 | sales
협상 | 協商 | negotiation, talks
접대 | 接待 | entertainment, reception, hospitality
선박 | 船舶 | big ship
정감 | 情感 | feeling, emotion, sentiment
개학하다 | 開學 | for school to start (after vacations)
어설프다 |  | to be imperfect, not adequate, sloppy
돌아서다 |  | to turn (around)
아득하다 |  | to be far away, in the distance
익명 | 匿名 | anonymity
손발 |  | hands and feet
예민하다 | 銳敏 | to be sharp, keen, acute, sensitive
상무 | 常務 | director
긴장감 | 緊張感 | tension, suspense
무난하다 | 無難 | to be easy, safe, acceptable
오그라들다 |  | to shrink, shrivel
어미 | 語尾 | ending;<div>(animal) mother</div>
일꾼 |  | worker
다소 | 多少 | more or less, to some degree
산뜻하다 |  | to be fresh, refreshing
차분하다 |  | to be calm, cool
기일 | 忌日, 期日 | anniversary of one's death;<div>fixed date, appointed day</div>
소송 | 訴訟 | lawsuit
변태 | 變態 | pervert
출세하다 | 出世 | to have great success in life
음모 | 陰謀 | conspiracy, scheme
계략 | 計略 | scheme, trick, plot
문득 |  | suddenly
내쉬다 |  | to exhale, breathe out
의욕 | 意欲 | will, drive
봉변 | 逢變 | humiliation, mishap
헐다 |  | to tear down, demolish
정수기 | 淨水器 | water purifier
쓰러지다 |  | to fall down, drop down, collapse
생방송 | 生放送 | live broadcast
